15-06-26,12:35:41,15
15-06-26,12:39:19,25
15-06-26,12:43:27,15
15-06-26,12:55:53,40
15-06-26,13:02:41,40
15-06-26,13:11:40,40
15-06-26,15:04:12,2000
15-06-26,16:12:58,100
15-06-26,16:16:48,100
15-06-26,16:27:01,100
15-06-26,16:40:36,100
